sample_id,split,split_status,archive_partition,source_worker_prefix,obs_relpath,target_relpath,obs_sha256,target_sha256,processed_pair_sha256,obs_shape,target_shape,processed_obs_shape,processed_target_shape
train/0_126,train,preserved_archive_label_not_manuscript_split,train,0,train/0_126/local_obs_0.png,train/0_126/local_map_0.png,5918cbbcff5f2db4f4f8110389f66c81512f45310da27499471bc5a2fa6f3f3d,be9f89e5e316e481bcb4d00746c79934748f701d82bbc601232254599022cf39,6484454ba8ab5beaa623f7b030dcbcf0b021d4abba502cf28574ecdec450df38,640x640x3,640x640,3x256x256,1x256x256
train/0_127,train,preserved_archive_label_not_manuscript_split,train,0,train/0_127/local_obs_0.png,train/0_127/local_map_0.png,f0afc7b9478b3e9a568deb7178d14a5e8c468f90f837d54809f91e0a580c94db,472607b9cb700fa0e5661df599fe1de89619379c31d689d06ea8c2efa8a32659,23ac0ff703de48a350c1961d6c1357a241777b3f88b25e6897e5b06bc00bb378,640x640x3,640x640,3x256x256,1x256x256
train/0_128,train,preserved_archive_label_not_manuscript_split,train,0,train/0_128/local_obs_0.png,train/0_128/local_map_0.png,308bc2005ea022caee8b2ff0eb5cfdad5dafd47d689732750861bfb015053420,1186db90ebb7bc043c83e4f377af4212b598cfd3e2878128e9619eab2f7fdb75,1b2183b658937827456ec699cc3773136dfd91ed64aa976b6fec6a3805b470b2,640x640x3,640x640,3x256x256,1x256x256
train/0_129,train,preserved_archive_label_not_manuscript_split,train,0,train/0_129/local_obs_0.png,train/0_129/local_map_0.png,d7cd46a019d0de533dc199426a3ccfa291752ce9bc7fab913ecf46801af2586e,a8a3c684c13ccf20598d644c2dbedb6f1f26521df9339127878442e1ac3aaf4c,b4b9f7866fcd022299ae180e0466883d3dedcad3acc1ccee0faab75cec1ee932,640x640x3,640x640,3x256x256,1x256x256
train/0_13,train,preserved_archive_label_not_manuscript_split,train,0,train/0_13/local_obs_0.png,train/0_13/local_map_0.png,6764cf9c3dea3b5c1487e55a59a1e05d519c4745da4621da8d154294bfe0976d,9d733d8879aeb17bc0d280c491f7f148893274e6e4a50cfad74e66d934affe25,bedc91efbc0a775701f865838d38dc4911ce5ed668bce2e474bccb538fdc18a5,640x640x3,640x640,3x256x256,1x256x256
train/0_130,train,preserved_archive_label_not_manuscript_split,train,0,train/0_130/local_obs_0.png,train/0_130/local_map_0.png,06eee0846e4fa58443701c824116992834a75c7c4380521136b8b2a79dbb8663,e7bbc7a50a2656e58b7ac45cbe776e01fbe0d785edfdb86db6e7d68302ef65c2,71d05f0ffa3ddedd91dfddb7a112c12bdf3f4f1a1f4b13a31d08bc6378a871e6,640x640x3,640x640,3x256x256,1x256x256
train/0_131,train,preserved_archive_label_not_manuscript_split,train,0,train/0_131/local_obs_0.png,train/0_131/local_map_0.png,b8b08e4f9711814a50da8086ca6309b74548145973e14aafb4d2ded3ba15766c,2db716ac0549095a769afe3c72d3b4d95cf9ff4ab57bd36ec878976961a2243b,d3c5b279deb6a53a79f4eebb1bdbdf83dee241566b80cbc33119bc9a29f07719,640x640x3,640x640,3x256x256,1x256x256
train/0_132,train,preserved_archive_label_not_manuscript_split,train,0,train/0_132/local_obs_0.png,train/0_132/local_map_0.png,12a255e7268d2dfc1b11e78802449da0abc464d3f49fced9deb75d79d1757a85,55a5f644f8ff3808ff3eb2a6b9eb5d1524d515a94904302322907718a841d531,cc3b5569773ba82621eaa6ecd25742f01e070faf46e5706aa717af2db4ed89d2,640x640x3,640x640,3x256x256,1x256x256
train/0_133,train,preserved_archive_label_not_manuscript_split,train,0,train/0_133/local_obs_0.png,train/0_133/local_map_0.png,f327c47d41adc817c1e83573b5ca0cf796731975105e2df4d87c6aa5229e53d8,fd71c652da3b30fcbb6d7d8535075b22e74bb3ab130e6f567d3ac2d0ce049f3a,671159cfbc861b1d4e1376846d4f9d42cb36e82117d69f274cc0c22004efd649,640x640x3,640x640,3x256x256,1x256x256
train/0_134,train,preserved_archive_label_not_manuscript_split,train,0,train/0_134/local_obs_0.png,train/0_134/local_map_0.png,82e26fbce1bd33d122f57ca595371ab95928dcc0e7676e5132c863c9cf868add,7f125dc0a297b4ebc7a866c93160efd23478c58a109c42ba881715ea25d3e6f5,f045ca57bf80916570cc34aa1059433e28684e918536e9cb335c2ef218acf631,640x640x3,640x640,3x256x256,1x256x256
train/0_135,train,preserved_archive_label_not_manuscript_split,train,0,train/0_135/local_obs_0.png,train/0_135/local_map_0.png,2fa184c09db6edea227f8f00022b1efc5ec0ca836e316e9bae0ef46316e67a3f,6ceeb56b69777edd010141269d196779d6293c82067fddd72b07557341439ebf,6d629b829117df1a366ac1114ce2c5682d5e445cd86bf9dfb074653db7c71ee4,640x640x3,640x640,3x256x256,1x256x256
train/0_136,train,preserved_archive_label_not_manuscript_split,train,0,train/0_136/local_obs_0.png,train/0_136/local_map_0.png,d3d56214d2884522d77959c2193b5cd40b026fb57e656d8220b495ec540ee285,5700d28f6cd738cde9344285760aab6eb32368d6907f49b5c948780796505916,e5d3c6c805abc255be8b12bee81fa70591c171f46de2457a7a7a9e26a782dde2,640x640x3,640x640,3x256x256,1x256x256
train/0_137,train,preserved_archive_label_not_manuscript_split,train,0,train/0_137/local_obs_0.png,train/0_137/local_map_0.png,9add55ea8cf19f3e5d9757b91e5046d4de03610ae1b768bedcab11b691961d1a,bdb0cbc437fc8b623e996f929cab8b47524922917b03be234f2733963663e3f3,a597645fc4164a75c9c0330cf7b7f3b9080c7bfdfc0a78311d16fb01d6d3be8f,640x640x3,640x640,3x256x256,1x256x256
train/0_138,train,preserved_archive_label_not_manuscript_split,train,0,train/0_138/local_obs_0.png,train/0_138/local_map_0.png,2ea9e113fa960ff101845b64363fc86e1440efe83b3f07e7ac0a0d69f4e9a890,9da049885da254c9a47921aec933fe311f52907fa72180087d6dd7c9f76ff358,2cf66f848b3ce2533b9c01c75ec43816954ee7c7a0cbf04d49eb1d4f6a85b6ab,640x640x3,640x640,3x256x256,1x256x256
train/0_139,train,preserved_archive_label_not_manuscript_split,train,0,train/0_139/local_obs_0.png,train/0_139/local_map_0.png,3fb7bb045547ac9a3a349e0e0594d85059baef66bcde7cfc4cef81dae8b193b5,3d7d4a3ad61069ed27e49e13674d6e9a441349f5ec167ab0c90cc5d13f867596,61f84b08d0614b84ea5eefa6860f5114e3d2f98ddd8798ab54f1bf1cd16e149d,640x640x3,640x640,3x256x256,1x256x256
train/0_14,train,preserved_archive_label_not_manuscript_split,train,0,train/0_14/local_obs_0.png,train/0_14/local_map_0.png,0e72a3ab98d000c2c06b8be0ccd31b2ab7ae160507e4e694d6b2b7934e6d20f7,269cdd0da3e1d8eaf8c3e7cbe2a4305b81ae06516bfa3c362e3eda4f6c28371c,c3bc6977aac1e80849cddde8bbe1d5ddc7a027380a00f33c0ddf25777239793e,640x640x3,640x640,3x256x256,1x256x256
train/0_140,train,preserved_archive_label_not_manuscript_split,train,0,train/0_140/local_obs_0.png,train/0_140/local_map_0.png,01ab51b23066f20d3ff67a436594b040d61120d3f43884e9b76b6ce75c516793,a05690183c07773e6bd95a39882a4ae807f849bf291bc3643308c5e950c2dd4e,8e47ebd614855465aa082776234bb7301f8fa066653f74831f2256c67783563f,640x640x3,640x640,3x256x256,1x256x256
train/0_141,train,preserved_archive_label_not_manuscript_split,train,0,train/0_141/local_obs_0.png,train/0_141/local_map_0.png,b774ee36907fa4c1f882f36f609ad10bb2ed3b423e1da543c91f1373c9d81b5b,411c2773fc4905dd80e53f65e4be5f4dae0b4c3c383d3909c72e33387889e6ee,8a3c8f8de10d59185d901cdcd5938486dda7ef568de22c5689e84ffb8b79985f,640x640x3,640x640,3x256x256,1x256x256
train/0_142,train,preserved_archive_label_not_manuscript_split,train,0,train/0_142/local_obs_0.png,train/0_142/local_map_0.png,a13b2e2c465dec97b139dddf84b6bed330e7c0c1b3b13eae175077d611a670fe,d037868368d8381a252a3399685f7b742df87290312c25f1281b0ec954a04b43,51ed5e0a59e7e5b32fc664ebed78249afe15e84e741735b6bb9ad5bab1bb617c,640x640x3,640x640,3x256x256,1x256x256
train/0_143,train,preserved_archive_label_not_manuscript_split,train,0,train/0_143/local_obs_0.png,train/0_143/local_map_0.png,309d095ec56934e06524a836f3845580b9593ffce247b667ec048a4183222c89,9e270edbdca9165f0248220ed3881d4b28fc47c20e9f1258e5f76db8d8dc4123,367d3fb4c2ad213649238c786f0e6af4defbee318995030b29d66dfa072ded52,640x640x3,640x640,3x256x256,1x256x256
train/0_144,train,preserved_archive_label_not_manuscript_split,train,0,train/0_144/local_obs_0.png,train/0_144/local_map_0.png,d3476ed7acc88452088b816c61b9def5c2a11648da07673f0be155d91ba1ee8e,675d4ca2db7349d28f8ca155e9fd18207236734f1366a460bac2bc611aaabcc3,bceedd79520925c36febf84069a74eb34a3368e0ee7f0fcaf80ff5bcbec7de40,640x640x3,640x640,3x256x256,1x256x256
train/0_145,train,preserved_archive_label_not_manuscript_split,train,0,train/0_145/local_obs_0.png,train/0_145/local_map_0.png,0813b9ca293e52a0f9e5ad75e70baf2487f6723e018b2c4a1acfd66fb3d774e8,555271d2f4941c4a107101bd3ac9fd08b6eed77c3fda8512fc907828e8b97caa,6bb2a96997edb6689e7cd681e8fc0969fb2ba86d2662d1f045857de3a3afacc9,640x640x3,640x640,3x256x256,1x256x256
train/0_146,train,preserved_archive_label_not_manuscript_split,train,0,train/0_146/local_obs_0.png,train/0_146/local_map_0.png,c17c89fdee37765f15b6039d9bbc11ef57945c84dd9406097ee65e06046b81e8,75b9ba376105d0924f9e71d2d4984279dfb9c91cd7dfc6064c567012d9268f26,e180389e0ceb463cc8a0b1558f0f0e01666083f3a25f8e79e69651b4e51896f7,640x640x3,640x640,3x256x256,1x256x256
train/0_147,train,preserved_archive_label_not_manuscript_split,train,0,train/0_147/local_obs_0.png,train/0_147/local_map_0.png,44b468ec8144ef6a305fb58b3925eff84d492e6e87139a5b253402d15791faf6,6ad87159d6c501e6b5bcfeeef8c555ab2f28fd01a6c506402f43591d1acc1951,fa5cd1472cab805fb2f40f78b58076014284a7c6860ad1e4620b536e4440b8e9,640x640x3,640x640,3x256x256,1x256x256
train/0_148,train,preserved_archive_label_not_manuscript_split,train,0,train/0_148/local_obs_0.png,train/0_148/local_map_0.png,2cb6e4dff70225baca34dc93a41108707be8bbeb06338ef6f630d496f5be6d15,cff56c6fecaae2e26f50cecee4eb5305f8e62a38147ff0642b5d8f2ccac289ea,77cd09c68bae89d231a2185b8ffd40313c83a93ebe97530c8197b3d988e859a1,640x640x3,640x640,3x256x256,1x256x256
train/0_149,train,preserved_archive_label_not_manuscript_split,train,0,train/0_149/local_obs_0.png,train/0_149/local_map_0.png,3aa6db84dac9a725dc4ac7fd7121fd52c6952fdd49cc3ea7e1938d8d8557a40a,a634a5e23dd51c7873a2144c4e1eb947b7518248d2dc89a1f2997f232abe4d2f,a7f2110b6d72b524c48f18d346996c4a5d4e64f7e339b9669b54179aa294d1bf,640x640x3,640x640,3x256x256,1x256x256
train/0_15,train,preserved_archive_label_not_manuscript_split,train,0,train/0_15/local_obs_0.png,train/0_15/local_map_0.png,5582f57c9bf3c0c659cae932b5173c6202ecbbfcaa2774b85b81915863d8285f,b9c326d7b9cbcf9f02925d88f6463f2b12cc7d204891bb24804889170e9c4a3f,4a2ef417a847fb6405813357b3b9e8f31be51838916558a8557a1245e63f7b7d,640x640x3,640x640,3x256x256,1x256x256
train/0_150,train,preserved_archive_label_not_manuscript_split,train,0,train/0_150/local_obs_0.png,train/0_150/local_map_0.png,d6f9f9f0219415929e7f1ce3bb28492a34b3322b109835cb15eb43c07f5e3770,991d74191bb4deb803fdaa906fea30515904228fb97a307f9b940870b25c7a68,3b5bd5773a2416e7f3e8dbe966d81a821cc13aac6df42e5f27e9ff2b89cf8f93,640x640x3,640x640,3x256x256,1x256x256
train/0_151,train,preserved_archive_label_not_manuscript_split,train,0,train/0_151/local_obs_0.png,train/0_151/local_map_0.png,5bd52e241f93c98681ff8307c5ef9e745cb592ba73442205be850134f92aa805,c953e6c42cf4645edd5a08caf6e29ab426f0c75ea79a516503ce4bfba8f59534,411746ad6bfc2fd29b8c74bf33a83511744f4d130da10c735d297a7153318e59,640x640x3,640x640,3x256x256,1x256x256
train/0_152,train,preserved_archive_label_not_manuscript_split,train,0,train/0_152/local_obs_0.png,train/0_152/local_map_0.png,96d20c43231fa685335e6158f8b2bfb815c401995b7c1f37812665f1763ef054,1d7b0d60450ea79afb33f37b39c7113be76767ad304140918c67db8cf35eeb9c,6cec933913c2f35ad9c55b37e3955f865db7a71f64f3089e32749f8b217f4476,640x640x3,640x640,3x256x256,1x256x256
train/0_153,train,preserved_archive_label_not_manuscript_split,train,0,train/0_153/local_obs_0.png,train/0_153/local_map_0.png,c9cf2d79c7417d8a5a95cfe47ccef8a1e055dd8868c19ad4bf283ca24a75441d,fd7946063773fb33ce59af3c5ff3c18afd31bbf05507aaa01c71df25094282ac,7119f3b3c2509de9d35893b509c8bf256b6aafbb2f25ab6ba5528a9e6f3eb11c,640x640x3,640x640,3x256x256,1x256x256
train/0_154,train,preserved_archive_label_not_manuscript_split,train,0,train/0_154/local_obs_0.png,train/0_154/local_map_0.png,284c481de699e0d3b23f05b2a2e07528cb1df6912abbf5b153889d9dea168d90,cdc63cc14bc7b01eae4a05742f2e83730f26e10deaf519f32fe7cefac21447a4,1a07ca943e9f5ce60503d11715569f6882a9fa2685c99b3cde4065e39db6b5d0,640x640x3,640x640,3x256x256,1x256x256
train/0_155,train,preserved_archive_label_not_manuscript_split,train,0,train/0_155/local_obs_0.png,train/0_155/local_map_0.png,1cd277abcf816fdb2f25b31d26948e13836d88845746e06f603c300b75c70161,4d08c797aa3a21ff3414fc684c2204ffe268aba3461c462c7f428d8867c111e7,0070ce6fb1a87787779243e0d3ac569fb90bbe72cc223d4c936f233965ebb3a1,640x640x3,640x640,3x256x256,1x256x256
train/0_156,train,preserved_archive_label_not_manuscript_split,train,0,train/0_156/local_obs_0.png,train/0_156/local_map_0.png,28278864e12bee8210101399f71bb2df56a9d252086768b93cf97d849626bd6d,ac6fbb27e1fae440899928f6979112e3ec0d5afb7479646268062c57c7af1d96,52842e0c5ec693ba36479a0f43297f47642e51e57296b117d1fd302712916bda,640x640x3,640x640,3x256x256,1x256x256
train/0_157,train,preserved_archive_label_not_manuscript_split,train,0,train/0_157/local_obs_0.png,train/0_157/local_map_0.png,32a339ff94f528e08973270f7675c719c131e658ab7d8779f0be88481c21214c,e68f704bf393efbb0bd8d4b63223a5bade0390752e9ddf99a0075b9d95e5b833,d10177ce3efba3ca57711f1c907359ab5e98fd73c808dc02601da8e75305e80b,640x640x3,640x640,3x256x256,1x256x256
